name,artist,album,popularity,lyrics,segment,paraphrased_text,paraphrase_response,paraphrase_retries,reverse_response,reverse_retries,lcs_length,levenshtein_distance,reverse_lcs_length,reverse_levenshtein_distance

[Chorus]
Even when the sky comes fallin'
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
Even when we're down to the wire, babe
Even when it's do or die
We could do it, baby, simple and plain
'Cause this love is a sure thing, yeah
You might also like[Refrain]
(You could bet that, never gotta sweat that) Oh yeah, yeah
(You could bet that, never gotta sweat that)
(You could bet that, never gotta sweat that)
(You could bet that, never gotta sweat that)

[Verse 2]
You could be the lover, I'd be the fighter, babe
If I'm the blunt (Uh), you could be the lighter, babe, fire it up!
Writer, baby, you could be the quote, yeah (Uh)
If I'm the lyric, baby, you could be the note (Uh), record that!
Saint, I'm a sinner, prize, I'm a winner
And it's you, what did I do to deserve that?
Paper, baby, I'll be the pen
Say that I'm the one 'cause you are a ten
Real and not pretend

[Chorus]
Even when the sky comes fallin' (Yeah, yeah, yeah, yeah, yeah, yeah)
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
(You could bet that, never gotta sweat that) Even when we're down to the wire, babe
(You could bet that, never gotta sweat that) Even when it's do or die
(You could bet that, never gotta sweat that) We could do it, baby, simple and plain
(You could bet that, never gotta sweat that) 'Cause this love is a sure thing, yeah
[Bridge]
Uh, now rock with me, babe
And let me hold you in my arms, talk with me, babe, yeah-yeah
Uh, now rock with me, babe
And let me hold you in my arms, talk with me, babe, yeah-yeah
This love between you and I is simple as pie, baby
It's such a sure thing, it's such a sure thing
Oh, it's such a sure thing, yeah, yeah, yeah, yeah (It's such a sure thing)

[Chorus]
(You could bet that, never gotta sweat that) Even when the sky comes fallin' (Yeah)
(You could bet that, never gotta sweat that) Even when the sun don't shine
(You could bet that, never gotta sweat that) I got faith in you and I
(You could bet that, never gotta sweat that) So put your pretty little hand in mine
(You could bet that, never gotta sweat that) Even when we're down to the wire, babe
(You could bet that, never gotta sweat that) Even when it's do or die
(You could bet that, never gotta sweat that) We could do it, baby, simple and plain
(You could bet that, never gotta sweat that) 'Cause this love is a sure thing

[Outro]
(You could bet that, never gotta sweat that) Love you like a brother
(You could bet that, never gotta sweat that) Treat you like a friend
(You could bet that, never gotta sweat that) Respect you like a lover
(You could bet that, never gotta sweat that) Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh59Embed","(You could bet that, never gotta sweat that) 'Cause this love is a sure thing, yeah [Bridge] Uh, now rock with me, babe And let me hold you in my arms, talk with me, babe, yeah-yeah Uh, now rock with me, babe","(You can count on it, no need to worry) 'Cause this love is a guarantee, yeah [Bridge] Uh, now groove with","me now, let the rhythm take control  
Feel the beat, and let your body roll",0,"I'm sorry, but I can't provide the requested lyrics preceding the segment you've given.",1,0.07216494845360824,0.7319587628865979,0.03636363636363636,0.7363636363636363
Search & Rescue,Drake,Search & Rescue,71,"139 ContributorsTranslationsPortuguêsDeutschРусский日本語Search & Rescue Lyrics[Intro]
(I-I'm)
SADPONY
Ayy (I-I'm), yeah
BNYX

[Chorus]
I need someone to be patient with me
Someone to get money with, not take it from me, look
They don't even need to be as famous as me
I don't think I'll meet 'em at the places I be (I-I-I)
But deep down I think about you all day, mami
I know I'm a pitbull, but dale, mami
I just wanna take you on a holiday, mami
Say what's on your mind, I'm a call away, mami

[Post-Chorus]
Come and rescue me (Woah)
Take me out the club (What?), take me out the trap (I-I-I)
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'еm it's a—
Come and rescue mе
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a wrap
You might also like[Break: Kim Kardashian & Kris Jenner]
I didn't come this far, just to come this far and not be happy
Okay, that's fair
Remember that
You didn't come this far, just to come this far
Yep, I saw it on the internet

[Verse 1]
I don't really know how to confess my love
Really seem like God wanna test my love for you (I-I-I)
Don't know how to express my love
That's why I American Expre-e-e-e-e-ss my love for you
I need you, yeah, I really do, tell me what to do (Okay)
Tell me what to do (Okay), tell me what to do
All I know is hit the mall and see what damage I could do (Okay)
I give you the world, but there's other planets too, and

[Chorus]
I need someone to be patient with me
Someone to get money with, not take it from me, look
They don't even need to be as famous as me
I don't think I'll meet 'em at the places I be (I-I-I)
But deep down I think about you all day, mami
I know I'm a pitbull, but dale, mami
I just wanna take you on a holiday, mami
Say what's on your mind, I'm a call away, mami
[Post-Chorus]
Come and rescue me (Woah)
Take me out the club (What?), take me out the trap (I-I-I)
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a—
Come and rescue me
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a wrap

[Bridge]
(Come and rescue me, woah)
(Take me out the club, what?, take me out the trap)
(Take me off the market, take me off the map)
(I'm tryna hit the group chat and tell 'em it's a—)
Man, I'm tryna hit the— (Ayy, what)

[Verse 2]
Don't hit me up and ""WYD"" me baby, nah
Send a boy a P-I-C or ""See me, baby"", damn
Okay, now we talkin', yeah, okay, now we talkin', yeah
Okay, now we talkin', yeah, when we talk, you gotta listen
I don't wanna go missin'
I wanna be consistent, not a opposition side
Put you in a—
I won't put you in that fucked up position, I
[Chorus]
I need someone to be patient with me
Someone to get money with, not take it from me, look
They don't even need to be as famous as me
I don't think I'll meet 'em at the places I be
But deep down I think about you all day, mami
I know I'm a pitbull, but dale, mami
I just wanna take you on a holiday, mami
Say what's on your mind, I'm a call away, mami

[Post-Chorus]
Come and rescue me (Woah)
Take me out the club (What?), take me out the trap (I-I-I)
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a—
Come and rescue me
Take me out the club, take me out the trap
Take me off the market, take me off the map
I'm tryna hit the group chat and tell 'em it's a wrap13Embed","Take me off the market, take me off the map I'm tryna hit the group chat and tell 'em it's a— Come and rescue me Take me out the club, take me out the trap Take me off the market, take me off the map","Remove me from the scene, erase my presence 
I'm aiming to message the team and announce it's a— Come","on, gather 'round, don't miss your chance  
Let's make some noise, let's start the dance",1,"I'm sorry, I can't provide the lyrics that come before the given text.",0,0.06,0.72,0.061224489795918366,0.7448979591836735
Rock and A Hard Place,Bailey Zimmerman,Rock and A Hard Place,84,"14 ContributorsRock and A Hard Place Lyrics[Verse 1]
We've been swingin’ and missin'
It ain't broke yet, but damn, it needs fixin’
Been a while since your kiss felt like kissin'
It's just different

[Pre-Chorus]
We've been talkin' 'bout forever since we been together
Somethin' 'bout a ring makes you think we’re better
Off with all this, but we’re caught in-between

[Chorus]
A rock and a hard place
Red wine and mistakes
Tears rollin' down your face
When I walked out that door
That’s when I lost it
Midnight in Austin
Damn, I'm exhausted
What the hell's this all for?
Is this where it mеnds or it breaks?
Between a rock and a hard place

[Verse 2]
For thе record (Shit)
Throwin' in the towel takes some effort
So I’d rather ride it out for better weather
Together
You might also like[Chorus]
Between a rock and a hard place
Red wine and mistakes
Tears rollin' down your face
When I walked out that door
That's when I lost it
Midnight in Austin
Damn, I'm exhausted
What the hell's this all for?
Is this where it mends or it breaks?
Between a rock and a hard place

[Pre-Chorus]
We've been talkin' 'bout forever since we been together
Somethin' 'bout a ring makes you think we're better
Off with all this, but we're caught in-between

[Chorus]
A rock and a hard place
Tears rollin' down your face
As I walked out that door
That's when I lost it
Midnight in Austin
Damn, I'm exhausted
What the hell's this all for?
Is this where it mends or it breaks?
How much more of this can we take?Embed",Together You might also like[Chorus] Between a rock and a hard place Red wine and mistakes Tears rollin' down your face,[Chorus] Stuck in a hard place and a,"rock in a hard case  
Tired of living like this, I need a little space",2,"I'm sorry, I'm unable to provide the lyrics that come before that segment.",0,0.08196721311475409,0.8852459016393442,0.05263157894736842,1.0526315789473684
Cupid,FIFTY FIFTY,The Beginning: Cupid,68,"17 ContributorsTranslationsRomanizationPortuguêsEnglishCupid Lyrics[피프티피프티 ""Cupid"" 가사]

[Intro: Aran]
La, la, la, la-la-la
La, la-la-la, la, la-la-la

[Verse 1: Aran, All]
불꺼진 romantic all my life
내 주위는 온통 lovely day
내 눈 속에 비친 arrow sign
(Oh why, oh why, oh why, oh why?)

[Pre-Chorus: Sio, All]
I'm feeling lonely (Lonely)
그만 힐끗대고 말해줘요 hold me (Hold me)
다시 crying in my room
숨기고 싶어 (Say what you say, but I want it more)
But still I want it more, more, more

[Chorus: All]
I gave a second chance to Cupid
널 믿은 내가 정말 stupid
보여줄게 숨겨왔던 love, is it real?
Cupid is so dumb

[Verse 2: Aran, Aran & Keena]
또 꿈길을 걷는 every day
눈 뜨면 다시 또 flew away
Waiting around is a waste (Waste)
나 솔직히 지금이 편해
상상만큼 짜릿한 걸까?
You might also like[Pre-Chorus: Sio, All]
Now I'm so lonely (Lonely)
매일 꿈속에서 연습했죠 kiss me (Kiss me)
다시 crying in my room
포기할까봐 (Say what you say, but I want it more)
But still I want it more, more, more

[Chorus: All]
I gave a second chance to Cupid
널 믿은 내가 정말 stupid
보여줄게 숨겨왔던 love, is it real?
Cupid is so dumb

[Verse 3: Keena, Saena, Both]
I'm so lonely, hold me tightly
짜릿한 걸 원해 who will really love me truly
내게 기다림은 없어 I can't wait
더는 믿지 않아 now I'm gonna make it mine
Love is a light, I'ma show my love is right
It's not a joke, so give it to me right now
No more chance to you
You know, hey, d-d-d-dumb boy

[Bridge: Aran, Sio]
꿈속에 매일 밤
Someone who will share this feeling
I'm a fool
A fool for love, a fool for love
[Chorus: All, Aran, Sio]
I gave a second chance to Cupid
널 믿은 내가 정말 stupid
보여줄게 숨겨왔던 love, is it real?
Cupid is so dumb
I gave a second chance to Cupid (Hopeless girl is seeking)
널 믿은 내가 정말 stupid (Someone who will share this feeling)
다시 한번 못 들은 척 기회를 줄게 (I'm a fool)
Cupid is so dumb (A fool for love, a fool for love)Embed","I'm feeling lonely (Lonely) 그만 힐끗대고 말해줘요 hold me (Hold me) 다시 crying in my room 숨기고 싶어 (Say what you say, but I want it more) But still I want it more, more, more",I'm feeling all alone (All alone) Stop glancing and just tell me hold me (Hold me) Once more crying in my room hiding away,"Tears streaming down my face (Down my face)
Yearning for your embrace (Your embrace)",2,"I'm sorry, but I'm unable to provide the lyrics preceding the given text.",0,0.05128205128205128,0.8589743589743589,0.04819277108433735,0.7831325301204819
